op_process_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
338,0.991,0.005,0.871,0.056,0.255,0.31,0.285,0.989,0.036,0.663,0.626,0,0.002,0.982,4.88,0.337,0.338,0.996,0.066,0.004,0.536,0.648,0.528,0,1.045,1.036,0.957,1.126,0.854,0.116,0.756,0.418,1.054,0.224,0.062,0,0.364,0.525,0.66,0.845
339,0.119,0.194,0,0.752,0.005,0.0,0,0.033,0.191,0.039,0.114,0,0.484,0.368,1.369,1.234,0.011,0.317,1.66,0.006,0.106,0.176,0.04,2.434,0.125,0.069,0.077,0,0.218,0.005,2.125,0.664,0.065,0.771,0.003,0.61,0.623,0.561,1.753,0.003
340,0.006,0.0,2.262,0.0,0.148,0.522,0.441,0.154,0.0,0.367,0.06,0,0.227,0.155,0.104,0.855,0.003,0.109,1.094,3.292,0.003,0.002,0.002,0,0.002,0.002,0.004,0,0.003,0.005,0.087,0.081,0.002,0.054,0.652,0.002,0.056,0.025,0.108,0.202
341,0.0,0.158,0,0.778,0.122,0.468,0.004,0,0.556,0.001,0.281,5.52,0.003,0.003,0.002,0.005,0.726,0.003,2.261,0,0.008,0.191,0.005,0,0.009,0.252,0.006,3.372,0.004,0.006,0.002,0.186,0.005,0.004,0.747,0.006,0.002,0.404,0.088,0.826
342,0.006,0.733,4.199,0.006,0,0.064,0.661,1.075,0.004,1.005,0.161,0,0.962,0.004,1.072,0.003,1.032,0.446,0.345,0,0.005,0.006,0.007,0,0.003,0.003,0.006,0.05,0.008,0.768,0.665,0.154,0.002,0.492,1.178,0.005,0.008,0.189,0.147,1.054
343,0.003,0.587,0,1.524,0.347,0.198,0.157,0.038,0.466,0.349,0.006,0.117,0.582,0.003,2.537,0.8,0.004,1.055,2.164,0,0.522,0.681,1.109,0,0.218,0.354,0.657,0.688,1.019,1.068,0.005,0.964,0.438,0.37,0.695,0.005,0.007,0.005,0.315,1.638
344,1.012,0.132,0.273,1.701,0.104,0.003,0.0,1.17,0.091,0.999,0.004,0.343,0.006,0.149,0.242,0.563,0.004,0.18,0.433,0.142,0.93,0.939,1.425,0.086,0.004,2.826,1.488,0,0.003,0.038,0.004,0.573,0,0.165,0.532,1.577,0.209,0.194,0.153,0.986
345,0.005,0.005,0.294,0,0.007,0.461,0.07,0,0.006,0.081,0.005,1.194,1.195,0.902,1.272,1.728,0.507,1.295,0.522,0.544,3.797,0.208,1.566,0.509,0.306,0.017,0.064,3.537,0.825,0.315,0.506,1.572,4.993,1.437,0.18,0.69,1.42,0.781,0.497,0.226
346,0.004,0.233,0.01,0,0.007,0.236,0.342,4.057,0.595,0.006,0.244,0.008,0.357,0.876,1.171,0.562,0,0.335,0.964,0.324,0.542,0.167,0.543,0.003,0,0.638,0.252,0,0,0.003,1.133,0.005,5.659,0.383,0.008,0.082,0.52,0.362,0.297,0.002
347,0.025,0.151,0.642,0.6,0.005,0.234,0.213,0.101,0.181,0.219,0.003,0.137,0.306,0.236,0.116,0.154,0,0.279,0.396,0.962,0,0.422,0.003,0.005,0,0.002,0.614,0,0,0.005,0.068,0.093,0,0.294,0.295,1.107,0.196,0.165,0.19,0.473
348,0.288,0.411,0.533,0.177,0.581,0.008,0.008,0.215,0,0.282,0.395,0.136,0.509,1.109,0.003,0.107,0,0.884,0.225,1.025,0.434,0.006,0.005,0.143,0,0.005,0.018,0.212,0,0.046,0.003,1.38,0,0.004,0.212,0.095,0.875,1.202,0.306,0.223
349,0.167,0.078,0.298,0.005,0,0.079,0.005,0.547,2.353,0.297,0.011,0.292,0.763,0.005,0.864,0.202,0,0.505,0.091,0.447,0.055,0.225,0.522,0.261,4.278,0.109,0.066,0.06,0.29,0.207,0.298,0.486,0.067,0.644,0.49,0.165,0.091,0.006,0.169,0.258
350,0.007,0.14,0.228,0.425,0,0.451,0.23,0.008,0,0.119,0.472,0.005,0.351,0.142,0.142,0.006,4.271,0.314,0.274,0.602,0.395,0.267,0.107,0.262,0.048,0.529,0.356,0.007,0.081,0.194,0.121,0.02,0.015,0.288,0.32,0.27,0.145,0.189,0.158,0.451
351,0.257,0.008,0.376,0.361,0.844,0.022,0.193,0.924,0.147,0.83,0.38,0.349,0.032,0.134,0.233,0.161,0,0.051,0.005,0.008,0.137,1.508,0.169,0.777,0.151,1.006,0.198,0.223,0.206,0.334,0.293,0.454,0.044,0.644,0.004,0.332,0.297,0,0.313,0.08
352,0.636,0.132,0.425,0.173,0.141,0.003,0.257,0.298,0.114,0.353,0.322,0.137,0.205,0.254,0.193,0.035,0.165,0.086,0.177,0.257,0.229,0,0.005,0.298,0.65,0,0.304,0.005,0.008,1.769,0.005,0.119,0.004,2.481,0.038,0.448,0.275,0,0.158,0.462
353,0.393,0.004,0.305,0.003,0.284,0.005,0.004,0.107,0.674,0.307,0.004,0.102,0.005,0.005,0.006,0.005,0.203,0.005,0.467,0.005,0.333,0,0.223,0.058,1.0,0,0.319,0.346,0.556,2.255,0.004,0.52,0.027,0,0.232,0.376,0.053,0,0.262,0.236
354,0.194,0.005,0.004,0.004,0,0.888,0.004,0.004,0.004,2.727,0.853,1.015,0.172,0.17,0.101,0.631,0.005,1.167,0.62,0.414,0.017,3.22,0.018,0.004,0.03,0.585,0.153,0.06,0.104,0.067,0.228,0.053,0.376,0,0.004,0.444,0.083,0.993,0.096,0.004
355,0.636,0.004,0.238,0.43,0.005,0.022,0.151,0.005,0.004,1.996,0.15,0.894,0.227,1.904,0.339,0.01,0.709,0.936,0.004,0.271,0.501,0,0.004,1.078,0.003,0.135,0.005,0.005,0.003,1.282,0.166,0.162,0.523,0,0.323,0.004,0.269,0.433,0.203,0.013
356,4.779,0.214,0.725,0.149,0.318,0.272,0.003,0.355,0.254,0,0.624,0.09,0.003,0,0.536,0.01,0.771,0,0.381,0.747,2.43,0,0.388,0.063,1.631,0.908,1.806,1.0,1.0,2.835,0.204,0.004,0.22,0,0.035,0.11,0.003,0.475,0.005,0.05
357,2.265,0,0.094,0.004,0.058,0.005,0.006,0.213,0.002,0,0.004,0.003,1.547,0,0.358,0,1.698,0.513,0.328,0.004,0.639,0,0.246,0.061,1.434,0.218,0.587,0.265,0.008,0.043,0.631,0.429,0.635,3.811,0.006,0.824,0.094,0.651,0.465,0.184
358,0,0.004,0.0,0.006,0.079,0.022,0.011,0.0,0.005,0,0.028,0.909,1.559,0,0.608,0.005,0.075,1.367,0.185,0.803,0.007,0.213,0.179,0.003,0.007,0.015,0.035,0.183,0.061,0.003,0.133,0.069,0.004,0.072,0.431,0.324,0.199,0.169,2.235,0.782
359,0.609,0.213,0.006,0.322,0.362,0.721,0.519,0.007,0.078,1.321,0.136,0.007,0.194,0,0.539,0.097,0.0,0.492,1.557,0.238,0.002,0.421,0.0,0.09,0.002,0.003,0.002,0.0,0.003,1.247,0,0.004,0.752,0.167,0.201,1.468,0.032,0.912,0.178,0.003
360,1.102,1.985,0.43,0.05,0.007,0.169,0.006,0.163,0.967,0.754,0.002,0.033,0.0,0,0.0,0.023,0.344,0.001,0,0.21,1.064,0.39,1.218,0.053,0.681,1.242,0.312,1.268,0.041,0.51,0,0.457,0.607,1.17,0.015,0.698,0.257,0.55,0,0.012
361,0.313,0,0.453,0.152,0.671,0.529,0.256,0.328,0.091,0.366,1.216,0.061,0.656,0,0.595,0.006,0.366,0.566,0,0.542,0.105,1.061,0.47,1.082,0.123,0.491,0.073,0.881,0.322,0.684,0,0.004,0.031,1.719,1.072,0.101,0.012,0.008,0,0.108
362,0.005,1.718,0.068,0.272,1.017,0.222,0,0.157,0.36,0.042,0.18,0.092,0.194,0,0.443,0.372,0.052,0.361,0,0.006,0.215,0.469,0.702,0.028,0.175,0.545,0.061,1.224,1.029,0.019,0.228,0.046,0.778,1.143,0.0,0.034,0.036,0.019,0.765,0.085
363,0.345,0.248,0.067,0.006,0.041,0.654,0.435,0.188,0.006,0.252,0.045,0.023,0.052,1.326,0.332,0.114,0.005,0.036,0,0.028,0.035,0.013,0.99,0.109,0.051,0.044,0,0.074,0.106,0.354,0.888,0.895,0.725,0.883,0.246,1.792,0.353,0.04,0.392,0.524
364,0.05,1.131,0.046,0.317,0.005,0.202,0.292,0.032,0.033,0.005,0,0.481,0.005,0.076,0.072,0.083,0.53,0.007,0,0.005,0.233,0.073,0.491,0.098,0.157,0.144,0.636,0.094,0.215,0.17,0.433,0.59,0.357,0.366,0.002,0,0.318,0.105,0.048,0.14
365,1.398,0.812,0.683,0.183,0.536,0.296,0.647,0.764,0.61,0.836,0.329,0.152,0.13,0.815,0.266,0,0.005,0.329,1.12,0.302,0.007,0.176,0,1.005,0.038,0.006,0.227,0.103,0.032,0.895,0.197,0.041,0.004,0.129,0.108,0,0.328,0.193,0.369,0.969
366,0.241,0.261,0,0.613,0.003,0.189,0.251,1.101,0.247,0.354,0.004,1.268,0.056,0.253,0.052,0,0.272,0.166,0.113,0.018,0.197,0.888,0,0,0.323,0.951,0.788,1.63,0.535,0.019,0.004,0.006,1.033,0.005,0.004,0.202,0.005,0.005,0.003,0.868
367,0.396,0.086,0,0.328,0.948,0.474,0.829,0.519,0.084,0.158,0.279,0.459,0.253,0.258,0.368,2.668,0.192,0.434,0.076,0.009,0.025,0.034,0.661,3.476,0.013,0.021,0.031,0,0.052,0.209,0.624,0.029,1.006,0.467,0.346,0.307,0.101,0.261,0.322,0.51
368,0.151,1.017,2.276,0.588,0.019,0.097,0.096,0.568,0.306,0.187,0.005,0.034,0.41,0.204,0,0.459,0.53,0.254,1.156,0,0.198,0.393,0.15,0.216,0.204,0.017,0.437,0,0.26,0.455,0.653,0.0,0.038,0.005,0.322,0.293,0.444,0.005,0.416,0.228
369,0.262,0.005,0,0.167,0.097,1.387,0.007,0.745,0.003,0.007,0.005,0.005,0.105,0.293,0,0.003,0.606,0.078,0.026,0.348,0.101,0.115,0.743,0.093,0.146,0.138,0.046,4.358,0.143,0.005,0.154,0.33,0.089,0.407,0.278,0.015,0.438,0.235,0.336,0.434
370,0.002,0.361,0,1.478,0.003,1.246,0.052,0,0.989,0.048,0.006,0.632,0.082,0.126,0,1.129,0.032,0.152,0.004,0.021,0.523,0.559,0.708,0,0.385,0.437,0.627,0,0.418,0.249,0.264,0.004,0.913,0.054,0.129,0.936,0.129,0.005,0.008,0
371,0.006,0.045,0.599,0.138,1.31,1.114,0.797,0,0.024,0.725,0.005,0.704,0.007,0.032,0.276,1.282,0.236,0.039,1.611,0.011,0.002,0.165,0.206,0,0.234,0.003,0.128,0,0.003,0.718,0.564,0.62,0,0.78,0.383,0.003,1.012,0.623,0.535,0.49
372,0.513,0.926,0.271,0.623,0.0,0.6,1.902,3.48,0.9,0.119,0.002,0.704,0.005,0.003,0.004,0.655,1.178,0.004,1.613,0.117,0.556,0.317,1.292,1.938,0.007,0.529,0.266,0,0.008,0.007,0.247,0.466,0,0.003,0.216,0.078,1.425,0.153,0.003,0.044
373,0.004,0.277,0.621,1.477,1.313,0.229,2.96,0,2.481,0.463,0.491,1.534,1.595,0.237,0.844,1.587,0.451,1.184,0.078,0.479,0,0.019,0.006,0.112,0.007,0.01,0.014,0.046,0.005,0.306,0.456,0.774,0,0.906,0.015,0.393,0,0.313,0.502,0.003
374,1.54,0.195,1.625,0.176,0,0,0.81,5.435,0.302,1.722,0.747,2.458,0.402,0.403,0.416,0.677,1.095,0.116,0.629,0.348,0,0.004,0.387,0.001,0,0.302,0.879,0.279,0,0.0,0.24,0.049,0,0.442,1.454,0.003,0,0.375,0.23,0.003
375,0.288,0,0.627,0.081,0,0.0,0.0,0.073,0.0,0.21,0.006,0.0,0,0.003,1.18,0,2.171,0.062,1.003,0.086,0,0.791,0.371,0.0,4.358,0.002,0.003,1.485,0.788,0.153,0.004,0.099,0,0.093,0.264,0.0,2.973,0.005,0.209,1.122
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.941,1.255,0.0,2.475,1.034,0,0,0.571,0.662,0.0,0.003,1.413,0.244,0.285,0.141,0.238,0.298,0.303,0.347,0.11,0,0.812,1.24,0.341,0.255,0,0.374,0.097,0.82,0.002,0.0
377,0.0,0,0.0,0.0,0,0.0,0.0,0.121,0,0.0,2.679,0,0,0.145,1.188,0,0,0.341,0.0,2.601,0,0.0,0.0,0.0,0.116,0.0,1.365,0.248,0.865,0.0,0.0,1.506,0.029,0.101,0.0,0.0,0.973,0.129,0.078,0.0
378,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.136,0.023,0.0,0.0,0.505,0.048,0.0,0.0
379,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.879,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.028,0,0.0,0.091,0.0,0.0,0
380,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
382,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
383,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
384,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
385,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0
386,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0
387,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
388,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
389,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
391,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
392,0.0,0,0,0,0,0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
394,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.002,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.002,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
396,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0
397,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
398,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.003,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.003,0,0.0,0.0,0
399,0.001,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
400,0.0,0.0,0.0,0.0,0,0.001,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0
401,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
402,0,0,0,0,0,0,0,0.0,0,0,0.0,0.001,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
403,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.001,0.0,0,0,0.0,0.0,0
404,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
405,0,0,0.0,0.0,0,0,0.0,0,0.003,0.001,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0
406,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0
408,0.0,0,0,0,0.004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.002,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0
409,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,0
410,0,0,0,0.001,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0
411,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0,0,0.0,0,0.003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0
413,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
414,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.003,0,0,0
415,0,0,0.004,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
416,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
417,0.0,0,0,0.004,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.002,0,0,0.0,0.0,0.0,0,0,0.0,0,0
418,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
419,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0
420,0,0,0,0,0,0.0,0,0.003,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.001,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
422,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.003,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0
423,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
424,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.003,0,0,0,0,0.0,0
425,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.003,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.003,0,0.0,0,0,0.0,0.003,0,0.0,0,0.0,0,0
427,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.001,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.003,0.0,0.003
428,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.003,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.004,0
429,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.002,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.003,0.0,0.0
430,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.003,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0
431,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.003,0,0,0,0.0,0.0,0,0,0,0.0,0.004,0,0.0,0,0,0,0,0,0,0
432,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.003,0.0,0,0.0,0.0,0,0,0,0.0,0
433,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.004,0,0,0,0,0,0,0.0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.003,0.003,0.0,0,0,0.0,0
434,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.003,0,0.0,0.0,0.0,0.0,0,0.002,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
